graph_assertion_id_a,graph_assertion_id_b,setup_a,setup_b,first_seen_version
e5_llama::AnnoCTR::RAG::bosch_15__s1::T1566,e5_mistral::AnnoCTR::RAG::bosch_15__s1::T1566,e5_llama,e5_mistral,v4.0
e5_llama::AnnoCTR::RAG::bosch_15__s1::T1566,gteqwen_llama::AnnoCTR::RAG::bosch_15__s1::T1566,e5_llama,gteqwen_llama,v4.0
e5_llama::AnnoCTR::RAG::bosch_15__s1::T1566,gteqwen_mistral::AnnoCTR::RAG::bosch_15__s1::T1566,e5_llama,gteqwen_mistral,v4.0
e5_llama::AnnoCTR::RAG::bosch_15__s1::T1566,gteqwen_phi35::AnnoCTR::RAG::bosch_15__s1::T1566,e5_llama,gteqwen_phi35,v6.0
e5_mistral::AnnoCTR::RAG::bosch_15__s1::T1566,gteqwen_llama::AnnoCTR::RAG::bosch_15__s1::T1566,e5_mistral,gteqwen_llama,v2.0
e5_mistral::AnnoCTR::RAG::bosch_15__s1::T1566,gteqwen_mistral::AnnoCTR::RAG::bosch_15__s1::T1566,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::AnnoCTR::RAG::bosch_15__s1::T1566,gteqwen_phi35::AnnoCTR::RAG::bosch_15__s1::T1566,e5_mistral,gteqwen_phi35,v6.0
gteqwen_llama::AnnoCTR::RAG::bosch_15__s1::T1566,gteqwen_mistral::AnnoCTR::RAG::bosch_15__s1::T1566,gteqwen_llama,gteqwen_mistral,v3.0
gteqwen_llama::AnnoCTR::RAG::bosch_15__s1::T1566,gteqwen_phi35::AnnoCTR::RAG::bosch_15__s1::T1566,gteqwen_llama,gteqwen_phi35,v6.0
gteqwen_mistral::AnnoCTR::RAG::bosch_15__s1::T1566,gteqwen_phi35::AnnoCTR::RAG::bosch_15__s1::T1566,gteqwen_mistral,gteqwen_phi35,v6.0
e5_llama::AnnoCTR::RAG::bosch_15__s13::T1566,e5_mistral::AnnoCTR::RAG::bosch_15__s13::T1566,e5_llama,e5_mistral,v4.0
e5_llama::AnnoCTR::RAG::bosch_15__s13::T1566,gteqwen_llama::AnnoCTR::RAG::bosch_15__s13::T1566,e5_llama,gteqwen_llama,v4.0
e5_mistral::AnnoCTR::RAG::bosch_15__s13::T1566,gteqwen_llama::AnnoCTR::RAG::bosch_15__s13::T1566,e5_mistral,gteqwen_llama,v2.0
e5_llama::AnnoCTR::RAG::bosch_15__s15::T1204,e5_phi35::AnnoCTR::RAG::bosch_15__s15::T1204,e5_llama,e5_phi35,v5.0
e5_llama::AnnoCTR::RAG::bosch_15__s3::T1566,e5_mistral::AnnoCTR::RAG::bosch_15__s3::T1566,e5_llama,e5_mistral,v4.0
e5_llama::AnnoCTR::RAG::bosch_15__s3::T1566,gteqwen_llama::AnnoCTR::RAG::bosch_15__s3::T1566,e5_llama,gteqwen_llama,v4.0
e5_llama::AnnoCTR::RAG::bosch_15__s3::T1566,gteqwen_mistral::AnnoCTR::RAG::bosch_15__s3::T1566,e5_llama,gteqwen_mistral,v4.0
e5_mistral::AnnoCTR::RAG::bosch_15__s3::T1566,gteqwen_llama::AnnoCTR::RAG::bosch_15__s3::T1566,e5_mistral,gteqwen_llama,v2.0
e5_mistral::AnnoCTR::RAG::bosch_15__s3::T1566,gteqwen_mistral::AnnoCTR::RAG::bosch_15__s3::T1566,e5_mistral,gteqwen_mistral,v3.0
gteqwen_llama::AnnoCTR::RAG::bosch_15__s3::T1566,gteqwen_mistral::AnnoCTR::RAG::bosch_15__s3::T1566,gteqwen_llama,gteqwen_mistral,v3.0
e5_llama::AnnoCTR::RAG::bosch_15__s5::T1204,e5_mistral::AnnoCTR::RAG::bosch_15__s5::T1204,e5_llama,e5_mistral,v4.0
e5_llama::AnnoCTR::RAG::bosch_15__s8::T1204,e5_mistral::AnnoCTR::RAG::bosch_15__s8::T1204,e5_llama,e5_mistral,v4.0
e5_llama::AnnoCTR::RAG::bosch_15__s8::T1566,e5_mistral::AnnoCTR::RAG::bosch_15__s8::T1566,e5_llama,e5_mistral,v4.0
e5_llama::AnnoCTR::RAG::bosch_15__s9::T1114,gteqwen_llama::AnnoCTR::RAG::bosch_15__s9::T1114,e5_llama,gteqwen_llama,v4.0
e5_llama::AnnoCTR::RAG::bosch_16__s13::T1566,e5_mistral::AnnoCTR::RAG::bosch_16__s13::T1566,e5_llama,e5_mistral,v4.0
e5_llama::AnnoCTR::RAG::bosch_16__s13::T1566,gteqwen_llama::AnnoCTR::RAG::bosch_16__s13::T1566,e5_llama,gteqwen_llama,v4.0
e5_llama::AnnoCTR::RAG::bosch_16__s13::T1566,gteqwen_mistral::AnnoCTR::RAG::bosch_16__s13::T1566,e5_llama,gteqwen_mistral,v4.0
e5_mistral::AnnoCTR::RAG::bosch_16__s13::T1566,gteqwen_llama::AnnoCTR::RAG::bosch_16__s13::T1566,e5_mistral,gteqwen_llama,v2.0
e5_mistral::AnnoCTR::RAG::bosch_16__s13::T1566,gteqwen_mistral::AnnoCTR::RAG::bosch_16__s13::T1566,e5_mistral,gteqwen_mistral,v3.0
gteqwen_llama::AnnoCTR::RAG::bosch_16__s13::T1566,gteqwen_mistral::AnnoCTR::RAG::bosch_16__s13::T1566,gteqwen_llama,gteqwen_mistral,v3.0
e5_llama::AnnoCTR::RAG::bosch_16__s15::T1003,e5_mistral::AnnoCTR::RAG::bosch_16__s15::T1003,e5_llama,e5_mistral,v4.0
e5_llama::AnnoCTR::RAG::bosch_16__s15::T1003,gteqwen_llama::AnnoCTR::RAG::bosch_16__s15::T1003,e5_llama,gteqwen_llama,v4.0
e5_llama::AnnoCTR::RAG::bosch_16__s15::T1003,gteqwen_mistral::AnnoCTR::RAG::bosch_16__s15::T1003,e5_llama,gteqwen_mistral,v4.0
e5_mistral::AnnoCTR::RAG::bosch_16__s15::T1003,gteqwen_llama::AnnoCTR::RAG::bosch_16__s15::T1003,e5_mistral,gteqwen_llama,v2.0
e5_mistral::AnnoCTR::RAG::bosch_16__s15::T1003,gteqwen_mistral::AnnoCTR::RAG::bosch_16__s15::T1003,e5_mistral,gteqwen_mistral,v3.0
gteqwen_llama::AnnoCTR::RAG::bosch_16__s15::T1003,gteqwen_mistral::AnnoCTR::RAG::bosch_16__s15::T1003,gteqwen_llama,gteqwen_mistral,v3.0
e5_llama::AnnoCTR::RAG::bosch_16__s4::T1566,e5_mistral::AnnoCTR::RAG::bosch_16__s4::T1566,e5_llama,e5_mistral,v4.0
e5_llama::AnnoCTR::RAG::bosch_16__s4::T1566,gteqwen_mistral::AnnoCTR::RAG::bosch_16__s4::T1566,e5_llama,gteqwen_mistral,v4.0
e5_mistral::AnnoCTR::RAG::bosch_16__s4::T1566,gteqwen_mistral::AnnoCTR::RAG::bosch_16__s4::T1566,e5_mistral,gteqwen_mistral,v3.0
e5_llama::AnnoCTR::RAG::bosch_17__s10::T1566,e5_mistral::AnnoCTR::RAG::bosch_17__s10::T1566,e5_llama,e5_mistral,v4.0
e5_llama::AnnoCTR::RAG::bosch_17__s10::T1566,gteqwen_llama::AnnoCTR::RAG::bosch_17__s10::T1566,e5_llama,gteqwen_llama,v4.0
e5_llama::AnnoCTR::RAG::bosch_17__s10::T1566,gteqwen_mistral::AnnoCTR::RAG::bosch_17__s10::T1566,e5_llama,gteqwen_mistral,v4.0
e5_mistral::AnnoCTR::RAG::bosch_17__s10::T1566,gteqwen_llama::AnnoCTR::RAG::bosch_17__s10::T1566,e5_mistral,gteqwen_llama,v2.0
e5_mistral::AnnoCTR::RAG::bosch_17__s10::T1566,gteqwen_mistral::AnnoCTR::RAG::bosch_17__s10::T1566,e5_mistral,gteqwen_mistral,v3.0
gteqwen_llama::AnnoCTR::RAG::bosch_17__s10::T1566,gteqwen_mistral::AnnoCTR::RAG::bosch_17__s10::T1566,gteqwen_llama,gteqwen_mistral,v3.0
e5_llama::AnnoCTR::RAG::bosch_17__s14::T1036,e5_mistral::AnnoCTR::RAG::bosch_17__s14::T1036,e5_llama,e5_mistral,v4.0
e5_llama::AnnoCTR::RAG::bosch_17__s14::T1036,e5_phi35::AnnoCTR::RAG::bosch_17__s14::T1036,e5_llama,e5_phi35,v5.0
e5_mistral::AnnoCTR::RAG::bosch_17__s14::T1036,e5_phi35::AnnoCTR::RAG::bosch_17__s14::T1036,e5_mistral,e5_phi35,v5.0
e5_llama::AnnoCTR::RAG::bosch_17__s25::T1566,e5_mistral::AnnoCTR::RAG::bosch_17__s25::T1566,e5_llama,e5_mistral,v4.0
e5_llama::AnnoCTR::RAG::bosch_17__s25::T1566,gteqwen_mistral::AnnoCTR::RAG::bosch_17__s25::T1566,e5_llama,gteqwen_mistral,v4.0
e5_mistral::AnnoCTR::RAG::bosch_17__s25::T1566,gteqwen_mistral::AnnoCTR::RAG::bosch_17__s25::T1566,e5_mistral,gteqwen_mistral,v3.0
e5_llama::AnnoCTR::RAG::bosch_17__s28::T1068,e5_mistral::AnnoCTR::RAG::bosch_17__s28::T1068,e5_llama,e5_mistral,v4.0
e5_llama::AnnoCTR::RAG::bosch_17__s34::T1204,e5_mistral::AnnoCTR::RAG::bosch_17__s34::T1204,e5_llama,e5_mistral,v4.0
e5_llama::AnnoCTR::RAG::bosch_17__s34::T1204,e5_phi35::AnnoCTR::RAG::bosch_17__s34::T1204,e5_llama,e5_phi35,v5.0
e5_llama::AnnoCTR::RAG::bosch_17__s34::T1204,gteqwen_llama::AnnoCTR::RAG::bosch_17__s34::T1204,e5_llama,gteqwen_llama,v4.0
e5_mistral::AnnoCTR::RAG::bosch_17__s34::T1204,e5_phi35::AnnoCTR::RAG::bosch_17__s34::T1204,e5_mistral,e5_phi35,v5.0
e5_mistral::AnnoCTR::RAG::bosch_17__s34::T1204,gteqwen_llama::AnnoCTR::RAG::bosch_17__s34::T1204,e5_mistral,gteqwen_llama,v2.0
e5_phi35::AnnoCTR::RAG::bosch_17__s34::T1204,gteqwen_llama::AnnoCTR::RAG::bosch_17__s34::T1204,e5_phi35,gteqwen_llama,v5.0
e5_llama::AnnoCTR::RAG::bosch_17__s38::T1566,gteqwen_mistral::AnnoCTR::RAG::bosch_17__s38::T1566,e5_llama,gteqwen_mistral,v4.0
e5_llama::AnnoCTR::RAG::bosch_17__s5::T1566,e5_mistral::AnnoCTR::RAG::bosch_17__s5::T1566,e5_llama,e5_mistral,v4.0
e5_llama::AnnoCTR::RAG::bosch_17__s5::T1566,gteqwen_llama::AnnoCTR::RAG::bosch_17__s5::T1566,e5_llama,gteqwen_llama,v4.0
e5_llama::AnnoCTR::RAG::bosch_17__s5::T1566,gteqwen_mistral::AnnoCTR::RAG::bosch_17__s5::T1566,e5_llama,gteqwen_mistral,v4.0
e5_mistral::AnnoCTR::RAG::bosch_17__s5::T1566,gteqwen_llama::AnnoCTR::RAG::bosch_17__s5::T1566,e5_mistral,gteqwen_llama,v2.0
e5_mistral::AnnoCTR::RAG::bosch_17__s5::T1566,gteqwen_mistral::AnnoCTR::RAG::bosch_17__s5::T1566,e5_mistral,gteqwen_mistral,v3.0
gteqwen_llama::AnnoCTR::RAG::bosch_17__s5::T1566,gteqwen_mistral::AnnoCTR::RAG::bosch_17__s5::T1566,gteqwen_llama,gteqwen_mistral,v3.0
e5_llama::AnnoCTR::RAG::bosch_17__s7::T1189,e5_mistral::AnnoCTR::RAG::bosch_17__s7::T1189,e5_llama,e5_mistral,v4.0
e5_llama::AnnoCTR::RAG::bosch_17__s7::T1189,gteqwen_mistral::AnnoCTR::RAG::bosch_17__s7::T1189,e5_llama,gteqwen_mistral,v4.0
e5_mistral::AnnoCTR::RAG::bosch_17__s7::T1189,gteqwen_mistral::AnnoCTR::RAG::bosch_17__s7::T1189,e5_mistral,gteqwen_mistral,v3.0
e5_llama::AnnoCTR::RAG::bosch_17__s7::T1566,e5_mistral::AnnoCTR::RAG::bosch_17__s7::T1566,e5_llama,e5_mistral,v4.0
e5_llama::AnnoCTR::RAG::bosch_17__s7::T1566,gteqwen_mistral::AnnoCTR::RAG::bosch_17__s7::T1566,e5_llama,gteqwen_mistral,v4.0
e5_mistral::AnnoCTR::RAG::bosch_17__s7::T1566,gteqwen_mistral::AnnoCTR::RAG::bosch_17__s7::T1566,e5_mistral,gteqwen_mistral,v3.0
e5_llama::AnnoCTR::RAG::bosch_17__s9::T1566,e5_mistral::AnnoCTR::RAG::bosch_17__s9::T1566,e5_llama,e5_mistral,v4.0
e5_llama::AnnoCTR::RAG::bosch_17__s9::T1566,gteqwen_mistral::AnnoCTR::RAG::bosch_17__s9::T1566,e5_llama,gteqwen_mistral,v4.0
e5_mistral::AnnoCTR::RAG::bosch_17__s9::T1566,gteqwen_mistral::AnnoCTR::RAG::bosch_17__s9::T1566,e5_mistral,gteqwen_mistral,v3.0
e5_llama::AnnoCTR::RAG::bosch_18__s10::T1566,e5_mistral::AnnoCTR::RAG::bosch_18__s10::T1566,e5_llama,e5_mistral,v4.0
e5_llama::AnnoCTR::RAG::bosch_18__s10::T1566,e5_phi35::AnnoCTR::RAG::bosch_18__s10::T1566,e5_llama,e5_phi35,v5.0
e5_llama::AnnoCTR::RAG::bosch_18__s10::T1566,gteqwen_llama::AnnoCTR::RAG::bosch_18__s10::T1566,e5_llama,gteqwen_llama,v4.0
e5_llama::AnnoCTR::RAG::bosch_18__s10::T1566,gteqwen_mistral::AnnoCTR::RAG::bosch_18__s10::T1566,e5_llama,gteqwen_mistral,v4.0
e5_mistral::AnnoCTR::RAG::bosch_18__s10::T1566,e5_phi35::AnnoCTR::RAG::bosch_18__s10::T1566,e5_mistral,e5_phi35,v5.0
e5_mistral::AnnoCTR::RAG::bosch_18__s10::T1566,gteqwen_llama::AnnoCTR::RAG::bosch_18__s10::T1566,e5_mistral,gteqwen_llama,v2.0
e5_mistral::AnnoCTR::RAG::bosch_18__s10::T1566,gteqwen_mistral::AnnoCTR::RAG::bosch_18__s10::T1566,e5_mistral,gteqwen_mistral,v3.0
e5_phi35::AnnoCTR::RAG::bosch_18__s10::T1566,gteqwen_llama::AnnoCTR::RAG::bosch_18__s10::T1566,e5_phi35,gteqwen_llama,v5.0
e5_phi35::AnnoCTR::RAG::bosch_18__s10::T1566,gteqwen_mistral::AnnoCTR::RAG::bosch_18__s10::T1566,e5_phi35,gteqwen_mistral,v5.0
gteqwen_llama::AnnoCTR::RAG::bosch_18__s10::T1566,gteqwen_mistral::AnnoCTR::RAG::bosch_18__s10::T1566,gteqwen_llama,gteqwen_mistral,v3.0
e5_llama::AnnoCTR::RAG::bosch_18__s14::T1566,e5_mistral::AnnoCTR::RAG::bosch_18__s14::T1566,e5_llama,e5_mistral,v4.0
e5_llama::AnnoCTR::RAG::bosch_18__s14::T1566,gteqwen_mistral::AnnoCTR::RAG::bosch_18__s14::T1566,e5_llama,gteqwen_mistral,v4.0
e5_mistral::AnnoCTR::RAG::bosch_18__s14::T1566,gteqwen_mistral::AnnoCTR::RAG::bosch_18__s14::T1566,e5_mistral,gteqwen_mistral,v3.0
e5_llama::AnnoCTR::RAG::bosch_18__s17::T1003,e5_mistral::AnnoCTR::RAG::bosch_18__s17::T1003,e5_llama,e5_mistral,v4.0
e5_llama::AnnoCTR::RAG::bosch_18__s18::T1583,e5_mistral::AnnoCTR::RAG::bosch_18__s18::T1583,e5_llama,e5_mistral,v4.0
e5_llama::AnnoCTR::RAG::bosch_18__s18::T1583,gteqwen_llama::AnnoCTR::RAG::bosch_18__s18::T1583,e5_llama,gteqwen_llama,v4.0
e5_llama::AnnoCTR::RAG::bosch_18__s18::T1583,gteqwen_mistral::AnnoCTR::RAG::bosch_18__s18::T1583,e5_llama,gteqwen_mistral,v4.0
e5_llama::AnnoCTR::RAG::bosch_18__s18::T1583,gteqwen_phi35::AnnoCTR::RAG::bosch_18__s18::T1583,e5_llama,gteqwen_phi35,v6.0
e5_mistral::AnnoCTR::RAG::bosch_18__s18::T1583,gteqwen_llama::AnnoCTR::RAG::bosch_18__s18::T1583,e5_mistral,gteqwen_llama,v2.0
e5_mistral::AnnoCTR::RAG::bosch_18__s18::T1583,gteqwen_mistral::AnnoCTR::RAG::bosch_18__s18::T1583,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::AnnoCTR::RAG::bosch_18__s18::T1583,gteqwen_phi35::AnnoCTR::RAG::bosch_18__s18::T1583,e5_mistral,gteqwen_phi35,v6.0
gteqwen_llama::AnnoCTR::RAG::bosch_18__s18::T1583,gteqwen_mistral::AnnoCTR::RAG::bosch_18__s18::T1583,gteqwen_llama,gteqwen_mistral,v3.0
gteqwen_llama::AnnoCTR::RAG::bosch_18__s18::T1583,gteqwen_phi35::AnnoCTR::RAG::bosch_18__s18::T1583,gteqwen_llama,gteqwen_phi35,v6.0
gteqwen_mistral::AnnoCTR::RAG::bosch_18__s18::T1583,gteqwen_phi35::AnnoCTR::RAG::bosch_18__s18::T1583,gteqwen_mistral,gteqwen_phi35,v6.0
e5_llama::AnnoCTR::RAG::bosch_18__s21::T1566,e5_mistral::AnnoCTR::RAG::bosch_18__s21::T1566,e5_llama,e5_mistral,v4.0
e5_llama::AnnoCTR::RAG::bosch_18__s24::T1003,e5_phi35::AnnoCTR::RAG::bosch_18__s24::T1003,e5_llama,e5_phi35,v5.0
e5_llama::AnnoCTR::RAG::bosch_18__s4::T1566,gteqwen_llama::AnnoCTR::RAG::bosch_18__s4::T1566,e5_llama,gteqwen_llama,v4.0
e5_llama::AnnoCTR::RAG::bosch_19__s1::T1566,e5_mistral::AnnoCTR::RAG::bosch_19__s1::T1566,e5_llama,e5_mistral,v4.0
e5_llama::AnnoCTR::RAG::bosch_19__s1::T1566,gteqwen_llama::AnnoCTR::RAG::bosch_19__s1::T1566,e5_llama,gteqwen_llama,v4.0
e5_llama::AnnoCTR::RAG::bosch_19__s1::T1566,gteqwen_mistral::AnnoCTR::RAG::bosch_19__s1::T1566,e5_llama,gteqwen_mistral,v4.0
e5_mistral::AnnoCTR::RAG::bosch_19__s1::T1566,gteqwen_llama::AnnoCTR::RAG::bosch_19__s1::T1566,e5_mistral,gteqwen_llama,v2.0
e5_mistral::AnnoCTR::RAG::bosch_19__s1::T1566,gteqwen_mistral::AnnoCTR::RAG::bosch_19__s1::T1566,e5_mistral,gteqwen_mistral,v3.0
gteqwen_llama::AnnoCTR::RAG::bosch_19__s1::T1566,gteqwen_mistral::AnnoCTR::RAG::bosch_19__s1::T1566,gteqwen_llama,gteqwen_mistral,v3.0
e5_llama::AnnoCTR::RAG::bosch_19__s19::T1566,e5_mistral::AnnoCTR::RAG::bosch_19__s19::T1566,e5_llama,e5_mistral,v4.0
e5_llama::AnnoCTR::RAG::bosch_19__s19::T1566,gteqwen_mistral::AnnoCTR::RAG::bosch_19__s19::T1566,e5_llama,gteqwen_mistral,v4.0
e5_mistral::AnnoCTR::RAG::bosch_19__s19::T1566,gteqwen_mistral::AnnoCTR::RAG::bosch_19__s19::T1566,e5_mistral,gteqwen_mistral,v3.0
e5_llama::AnnoCTR::RAG::bosch_19__s2::T1566,e5_mistral::AnnoCTR::RAG::bosch_19__s2::T1566,e5_llama,e5_mistral,v4.0
e5_llama::AnnoCTR::RAG::bosch_19__s21::T1566,e5_mistral::AnnoCTR::RAG::bosch_19__s21::T1566,e5_llama,e5_mistral,v4.0
e5_llama::AnnoCTR::RAG::bosch_19__s22::T1204,gteqwen_llama::AnnoCTR::RAG::bosch_19__s22::T1204,e5_llama,gteqwen_llama,v4.0
e5_llama::AnnoCTR::RAG::bosch_19__s22::T1204,gteqwen_mistral::AnnoCTR::RAG::bosch_19__s22::T1204,e5_llama,gteqwen_mistral,v4.0
gteqwen_llama::AnnoCTR::RAG::bosch_19__s22::T1204,gteqwen_mistral::AnnoCTR::RAG::bosch_19__s22::T1204,gteqwen_llama,gteqwen_mistral,v3.0
e5_llama::AnnoCTR::RAG::bosch_1__s20::T1497,e5_mistral::AnnoCTR::RAG::bosch_1__s20::T1497,e5_llama,e5_mistral,v4.0
e5_llama::AnnoCTR::RAG::bosch_1__s20::T1497,gteqwen_llama::AnnoCTR::RAG::bosch_1__s20::T1497,e5_llama,gteqwen_llama,v4.0
e5_llama::AnnoCTR::RAG::bosch_1__s20::T1497,gteqwen_mistral::AnnoCTR::RAG::bosch_1__s20::T1497,e5_llama,gteqwen_mistral,v4.0
e5_mistral::AnnoCTR::RAG::bosch_1__s20::T1497,gteqwen_llama::AnnoCTR::RAG::bosch_1__s20::T1497,e5_mistral,gteqwen_llama,v2.0
e5_mistral::AnnoCTR::RAG::bosch_1__s20::T1497,gteqwen_mistral::AnnoCTR::RAG::bosch_1__s20::T1497,e5_mistral,gteqwen_mistral,v3.0
gteqwen_llama::AnnoCTR::RAG::bosch_1__s20::T1497,gteqwen_mistral::AnnoCTR::RAG::bosch_1__s20::T1497,gteqwen_llama,gteqwen_mistral,v3.0
e5_llama::AnnoCTR::RAG::bosch_1__s22::T1486,gteqwen_llama::AnnoCTR::RAG::bosch_1__s22::T1486,e5_llama,gteqwen_llama,v4.0
e5_llama::AnnoCTR::RAG::bosch_1__s22::T1486,gteqwen_mistral::AnnoCTR::RAG::bosch_1__s22::T1486,e5_llama,gteqwen_mistral,v4.0
gteqwen_llama::AnnoCTR::RAG::bosch_1__s22::T1486,gteqwen_mistral::AnnoCTR::RAG::bosch_1__s22::T1486,gteqwen_llama,gteqwen_mistral,v3.0
e5_llama::AnnoCTR::RAG::bosch_1__s24::T1190,gteqwen_llama::AnnoCTR::RAG::bosch_1__s24::T1190,e5_llama,gteqwen_llama,v4.0
e5_llama::AnnoCTR::RAG::bosch_1__s24::T1190,gteqwen_mistral::AnnoCTR::RAG::bosch_1__s24::T1190,e5_llama,gteqwen_mistral,v4.0
gteqwen_llama::AnnoCTR::RAG::bosch_1__s24::T1190,gteqwen_mistral::AnnoCTR::RAG::bosch_1__s24::T1190,gteqwen_llama,gteqwen_mistral,v3.0
e5_llama::AnnoCTR::RAG::bosch_1__s32::T1499,e5_mistral::AnnoCTR::RAG::bosch_1__s32::T1499,e5_llama,e5_mistral,v4.0
e5_llama::AnnoCTR::RAG::bosch_1__s33::T1499,e5_mistral::AnnoCTR::RAG::bosch_1__s33::T1499,e5_llama,e5_mistral,v4.0
e5_llama::AnnoCTR::RAG::bosch_1__s33::T1499,gteqwen_llama::AnnoCTR::RAG::bosch_1__s33::T1499,e5_llama,gteqwen_llama,v4.0
e5_llama::AnnoCTR::RAG::bosch_1__s33::T1499,gteqwen_mistral::AnnoCTR::RAG::bosch_1__s33::T1499,e5_llama,gteqwen_mistral,v4.0
e5_mistral::AnnoCTR::RAG::bosch_1__s33::T1499,gteqwen_llama::AnnoCTR::RAG::bosch_1__s33::T1499,e5_mistral,gteqwen_llama,v2.0
e5_mistral::AnnoCTR::RAG::bosch_1__s33::T1499,gteqwen_mistral::AnnoCTR::RAG::bosch_1__s33::T1499,e5_mistral,gteqwen_mistral,v3.0
gteqwen_llama::AnnoCTR::RAG::bosch_1__s33::T1499,gteqwen_mistral::AnnoCTR::RAG::bosch_1__s33::T1499,gteqwen_llama,gteqwen_mistral,v3.0
e5_llama::AnnoCTR::RAG::bosch_1__s34::T1486,e5_mistral::AnnoCTR::RAG::bosch_1__s34::T1486,e5_llama,e5_mistral,v4.0
e5_llama::AnnoCTR::RAG::bosch_1__s34::T1486,gteqwen_llama::AnnoCTR::RAG::bosch_1__s34::T1486,e5_llama,gteqwen_llama,v4.0
e5_mistral::AnnoCTR::RAG::bosch_1__s34::T1486,gteqwen_llama::AnnoCTR::RAG::bosch_1__s34::T1486,e5_mistral,gteqwen_llama,v2.0
e5_llama::AnnoCTR::RAG::bosch_1__s5::T1486,gteqwen_llama::AnnoCTR::RAG::bosch_1__s5::T1486,e5_llama,gteqwen_llama,v4.0
e5_llama::AnnoCTR::RAG::bosch_1__s6::T1486,e5_mistral::AnnoCTR::RAG::bosch_1__s6::T1486,e5_llama,e5_mistral,v4.0
e5_llama::AnnoCTR::RAG::bosch_1__s6::T1486,gteqwen_llama::AnnoCTR::RAG::bosch_1__s6::T1486,e5_llama,gteqwen_llama,v4.0
e5_llama::AnnoCTR::RAG::bosch_1__s6::T1486,gteqwen_mistral::AnnoCTR::RAG::bosch_1__s6::T1486,e5_llama,gteqwen_mistral,v4.0
e5_mistral::AnnoCTR::RAG::bosch_1__s6::T1486,gteqwen_llama::AnnoCTR::RAG::bosch_1__s6::T1486,e5_mistral,gteqwen_llama,v2.0
e5_mistral::AnnoCTR::RAG::bosch_1__s6::T1486,gteqwen_mistral::AnnoCTR::RAG::bosch_1__s6::T1486,e5_mistral,gteqwen_mistral,v3.0
gteqwen_llama::AnnoCTR::RAG::bosch_1__s6::T1486,gteqwen_mistral::AnnoCTR::RAG::bosch_1__s6::T1486,gteqwen_llama,gteqwen_mistral,v3.0
e5_llama::AnnoCTR::RAG::bosch_20__s16::T1566,e5_mistral::AnnoCTR::RAG::bosch_20__s16::T1566,e5_llama,e5_mistral,v4.0
e5_llama::AnnoCTR::RAG::bosch_20__s16::T1566,gteqwen_llama::AnnoCTR::RAG::bosch_20__s16::T1566,e5_llama,gteqwen_llama,v4.0
e5_llama::AnnoCTR::RAG::bosch_20__s16::T1566,gteqwen_mistral::AnnoCTR::RAG::bosch_20__s16::T1566,e5_llama,gteqwen_mistral,v4.0
e5_mistral::AnnoCTR::RAG::bosch_20__s16::T1566,gteqwen_llama::AnnoCTR::RAG::bosch_20__s16::T1566,e5_mistral,gteqwen_llama,v2.0
e5_mistral::AnnoCTR::RAG::bosch_20__s16::T1566,gteqwen_mistral::AnnoCTR::RAG::bosch_20__s16::T1566,e5_mistral,gteqwen_mistral,v3.0
gteqwen_llama::AnnoCTR::RAG::bosch_20__s16::T1566,gteqwen_mistral::AnnoCTR::RAG::bosch_20__s16::T1566,gteqwen_llama,gteqwen_mistral,v3.0
e5_llama::AnnoCTR::RAG::bosch_20__s27::T1204,e5_phi35::AnnoCTR::RAG::bosch_20__s27::T1204,e5_llama,e5_phi35,v5.0
e5_llama::AnnoCTR::RAG::bosch_20__s34::T1059,e5_mistral::AnnoCTR::RAG::bosch_20__s34::T1059,e5_llama,e5_mistral,v4.0
e5_llama::AnnoCTR::RAG::bosch_20__s34::T1218,gteqwen_mistral::AnnoCTR::RAG::bosch_20__s34::T1218,e5_llama,gteqwen_mistral,v4.0
e5_llama::AnnoCTR::RAG::bosch_20__s37::T1041,e5_phi35::AnnoCTR::RAG::bosch_20__s37::T1041,e5_llama,e5_phi35,v5.0
e5_llama::AnnoCTR::RAG::bosch_20__s39::T1112,gteqwen_llama::AnnoCTR::RAG::bosch_20__s39::T1112,e5_llama,gteqwen_llama,v4.0
e5_llama::AnnoCTR::RAG::bosch_20__s39::T1112,gteqwen_mistral::AnnoCTR::RAG::bosch_20__s39::T1112,e5_llama,gteqwen_mistral,v4.0
gteqwen_llama::AnnoCTR::RAG::bosch_20__s39::T1112,gteqwen_mistral::AnnoCTR::RAG::bosch_20__s39::T1112,gteqwen_llama,gteqwen_mistral,v3.0
e5_llama::AnnoCTR::RAG::bosch_20__s40::T1003,e5_mistral::AnnoCTR::RAG::bosch_20__s40::T1003,e5_llama,e5_mistral,v4.0
e5_llama::AnnoCTR::RAG::bosch_20__s42::T1486,gteqwen_llama::AnnoCTR::RAG::bosch_20__s42::T1486,e5_llama,gteqwen_llama,v4.0
e5_llama::AnnoCTR::RAG::bosch_20__s49::T1102,e5_mistral::AnnoCTR::RAG::bosch_20__s49::T1102,e5_llama,e5_mistral,v4.0
e5_llama::AnnoCTR::RAG::bosch_21__s1::T1566,e5_mistral::AnnoCTR::RAG::bosch_21__s1::T1566,e5_llama,e5_mistral,v4.0
e5_llama::AnnoCTR::RAG::bosch_21__s1::T1566,gteqwen_mistral::AnnoCTR::RAG::bosch_21__s1::T1566,e5_llama,gteqwen_mistral,v4.0
